date,channel,spend,platform_revenue,report_ga_revenue
2025-07-31,Naver Brand Search,273333.33,4147510.0,3263190.0
2025-07-31,Naver Search & Shopping,377775.0,1517220.0,485140.0
2025-08-01,Criteo,173873.83,2532590.0,796600.0
2025-08-01,Google Ads,210119.84,1646447.78,985410.0
2025-08-01,Kakao Moment,0.0,243550.0,341450.0
2025-08-01,Meta,3574086.08,3667900.0,417320.0
2025-08-01,Naver Brand Search,273333.33,1324280.0,1019770.0
2025-08-01,Naver Search & Shopping,221399.0,873060.0,127170.0
2025-08-02,Criteo,1556233.0,1493870.0,87380.0
2025-08-02,Google Ads,1251270.36,590229.6,414380.0
2025-08-02,Kakao Moment,0.0,206190.0,267890.0
2025-08-02,Meta,2183824.0,2767670.0,261520.0
2025-08-02,Naver Brand Search,240000.0,3747330.0,3418100.0
2025-08-02,Naver Search & Shopping,290485.0,1152860.0,833070.0
2025-08-03,Criteo,1592573.54,1662610.0,671780.0
2025-08-03,Google Ads,153995.52,689820.53,98000.0
2025-08-03,Kakao Moment,0.0,0.0,106400.0
2025-08-03,Meta,2625249.8,3099910.0,378980.0
2025-08-03,Naver Brand Search,240000.0,2129540.0,1725490.0
2025-08-03,Naver Search & Shopping,337107.0,1239160.0,330940.0
2025-08-04,Criteo,2683449.0,1524430.0,416690.0
2025-08-04,Google Ads,2828013.84,532968.32,247800.0
2025-08-04,Kakao Moment,0.0,117200.0,220980.0
2025-08-04,Meta,1504677.88,2873460.0,301850.0
2025-08-04,Naver Brand Search,240000.0,2088370.0,1132280.0
2025-08-04,Naver Search & Shopping,270788.0,472800.0,194450.0
2025-08-05,Criteo,559164.43,1110200.0,292130.0
2025-08-05,Google Ads,1902779.44,1033157.1,309340.0
2025-08-05,Kakao Moment,0.0,65300.0,187870.0
2025-08-05,Meta,2091747.92,3923050.0,308620.0
2025-08-05,Naver Brand Search,240000.0,2596380.0,1365450.0
2025-08-05,Naver Search & Shopping,234503.0,881200.0,35000.0
2025-08-06,Criteo,96461.19,1250320.0,357420.0
2025-08-06,Google Ads,2250109.0,463130.31,39000.0
2025-08-06,Kakao Moment,0.0,239170.0,192370.0
2025-08-06,Meta,4686602.8,3458980.0,89000.0
2025-08-06,Naver Brand Search,240000.0,2645280.0,969690.0
2025-08-06,Naver Search & Shopping,266220.0,353500.0,87370.0
2025-08-07,Criteo,98645.23,2053260.0,263060.0
2025-08-07,Google Ads,2460016.32,305065.29,340040.0
2025-08-07,Kakao Moment,1576845.0,537900.0,1079780.0
2025-08-07,Meta,2737872.32,4603000.0,808970.0
2025-08-07,Naver Brand Search,240000.0,2182490.0,1532920.0
2025-08-07,Naver Search & Shopping,220723.0,455490.0,71200.0
2025-08-08,Criteo,1421233.45,961790.0,314190.0
2025-08-08,Google Ads,144613.28,441482.94,179680.0
2025-08-08,Kakao Moment,0.0,220100.0,604610.0
2025-08-08,Meta,2908803.4,3840290.0,418970.0
2025-08-08,Naver Brand Search,273333.33,1670690.0,1486970.0
2025-08-08,Naver Search & Shopping,189271.0,328320.0,102780.0
2025-08-09,Criteo,1721590.0,1242200.0,617470.0
2025-08-09,Google Ads,113115.52,1166737.73,244540.0
2025-08-09,Kakao Moment,0.0,190800.0,363030.0
2025-08-09,Meta,2925993.24,3309280.0,576370.0
2025-08-09,Naver Brand Search,273333.33,3539570.0,3113830.0
2025-08-09,Naver Search & Shopping,167300.0,487840.0,168730.0
2025-08-10,Criteo,101164.12,1032370.0,220540.0
2025-08-10,Google Ads,1691261.12,997063.25,765040.0
2025-08-10,Kakao Moment,0.0,15000.0,141680.0
2025-08-10,Meta,1015288.12,1377520.0,29100.0
2025-08-10,Naver Brand Search,273333.33,2454590.0,2418120.0
2025-08-10,Naver Search & Shopping,218731.0,613300.0,114200.0
2025-08-11,Criteo,125145.0,970110.0,62100.0
2025-08-11,Google Ads,136865.12,170270.1,38300.0
2025-08-11,Kakao Moment,0.0,173880.0,138870.0
2025-08-11,Meta,649203.52,2188730.0,135290.0
2025-08-11,Naver Brand Search,240000.0,1447620.0,968030.0
2025-08-11,Naver Search & Shopping,291228.0,935730.0,111300.0
2025-08-12,Criteo,93560.64,872950.0,0.0
2025-08-12,Google Ads,139013.28,577420.0,82830.0
2025-08-12,Kakao Moment,0.0,106110.0,356910.0
2025-08-12,Meta,154182.56,1759320.0,74170.0
2025-08-12,Naver Brand Search,240000.0,2224150.0,906270.0
2025-08-12,Naver Search & Shopping,137045.0,695690.0,160470.0
2025-08-13,Criteo,2066264.0,1250050.0,204880.0
2025-08-13,Google Ads,2403018.32,994742.45,772050.0
2025-08-13,Kakao Moment,0.0,128090.0,48650.0
2025-08-13,Meta,820769.72,1434890.0,58950.0
2025-08-13,Naver Brand Search,240000.0,1943900.0,909880.0
2025-08-13,Naver Search & Shopping,87155.0,562910.0,367240.0
2025-08-14,Criteo,92069.97,1200860.0,100780.0
2025-08-14,Google Ads,1647760.36,353519.08,99700.0
2025-08-14,Kakao Moment,0.0,293220.0,246970.0
2025-08-14,Meta,1648965.8,2080170.0,152480.0
2025-08-14,Naver Brand Search,240000.0,1342520.0,1218420.0
2025-08-14,Naver Search & Shopping,125105.0,384900.0,305700.0
2025-08-15,Criteo,723270.03,475150.0,179340.0
2025-08-15,Google Ads,998120.0,300793.61,150580.0
2025-08-15,Kakao Moment,0.0,0.0,137720.0
2025-08-15,Meta,153026.72,1964770.0,569830.0
2025-08-15,Naver Brand Search,240000.0,1271450.0,1271450.0
2025-08-15,Naver GFA,17590.0,0.0,0.0
2025-08-15,Naver Search & Shopping,223474.0,477500.0,128050.0
2025-08-16,Criteo,109811.2,1091970.0,427360.0
2025-08-16,Google Ads,1986554.32,395262.28,275590.0
2025-08-16,Kakao Moment,0.0,0.0,918660.0
2025-08-16,Meta,424476.32,3650620.0,384110.0
2025-08-16,Naver Brand Search,240000.0,1413230.0,1182630.0
2025-08-16,Naver GFA,97373.64,189410.0,0.0
2025-08-16,Naver Search & Shopping,261000.0,470110.0,168520.0
2025-08-17,Criteo,98391.23,1070070.0,135940.0
2025-08-17,Google Ads,184532.32,283726.48,775600.0
2025-08-17,Kakao Moment,0.0,0.0,418680.0
2025-08-17,Meta,243332.4,4497830.0,592420.0
2025-08-17,Naver Brand Search,240000.0,1045110.0,915610.0
2025-08-17,Naver GFA,117707.27,32000.0,0.0
2025-08-17,Naver Search & Shopping,197356.0,389270.0,180720.0
2025-08-18,Criteo,2852500.0,1007920.0,184850.0
2025-08-18,Google Ads,2429384.44,183120.0,116590.0
2025-08-18,Kakao Moment,0.0,0.0,116290.0
2025-08-18,Meta,1741895.08,10098490.0,150770.0
2025-08-18,Naver Brand Search,240000.0,1690160.0,1091500.0
2025-08-18,Naver GFA,104775.45,49680.0,0.0
2025-08-18,Naver Search & Shopping,134821.0,652430.0,44980.0
2025-08-19,Criteo,91333.72,563000.0,229790.0
2025-08-19,Google Ads,3436375.0,827056.51,614360.0
2025-08-19,Kakao Moment,0.0,0.0,71100.0
2025-08-19,Meta,245196.4,3835670.0,236800.0
2025-08-19,Naver Brand Search,240000.0,1811340.0,670920.0
2025-08-19,Naver GFA,137559.09,735510.0,301300.0
2025-08-19,Naver Search & Shopping,148120.0,511670.0,0.0
2025-08-20,Criteo,94515.87,775710.0,235140.0
2025-08-20,Google Ads,159438.72,680188.55,55000.0
2025-08-20,Kakao Moment,0.0,0.0,277240.0
2025-08-20,Meta,163218.72,3312550.0,346370.0
2025-08-20,Naver Brand Search,240000.0,3190230.0,2294200.0
2025-08-20,Naver GFA,122320.91,93800.0,93800.0
2025-08-20,Naver Search & Shopping,238662.0,309080.0,139000.0
2025-08-21,Criteo,620309.54,841470.0,375590.0
2025-08-21,Google Ads,1878390.96,384100.0,619790.0
2025-08-21,Kakao Moment,0.0,0.0,345050.0
2025-08-21,Meta,288991.36,2975560.0,413000.0
2025-08-21,Naver Brand Search,240000.0,2090270.0,1925410.0
2025-08-21,Naver GFA,150329.09,318680.0,163080.0
2025-08-21,Naver Search & Shopping,231587.0,183780.0,183780.0
2025-08-22,Criteo,95373.9,441000.0,316400.0
2025-08-22,Google Ads,2610592.48,228049.62,49000.0
2025-08-22,Kakao Moment,0.0,0.0,20100.0
2025-08-22,Meta,153453.44,3281600.0,1171780.0
2025-08-22,Naver Brand Search,240000.0,2135160.0,1999380.0
2025-08-22,Naver GFA,144097.27,336190.0,265700.0
2025-08-22,Naver Search & Shopping,77354.0,443910.0,192540.0
2025-08-23,Criteo,1777018.0,1042640.0,446170.0
2025-08-23,Google Ads,184710.4,841720.78,626630.0
2025-08-23,Kakao Moment,0.0,0.0,49300.0
2025-08-23,Meta,158089.12,5372760.0,509700.0
2025-08-23,Naver Brand Search,240000.0,2505040.0,2407740.0
2025-08-23,Naver GFA,179787.27,137200.0,106200.0
2025-08-23,Naver Search & Shopping,111635.0,645820.0,0.0
2025-08-24,Criteo,100036.65,646500.0,314690.0
2025-08-24,Google Ads,1070393.04,406060.0,0.0
2025-08-24,Kakao Moment,0.0,0.0,239080.0
2025-08-24,Meta,451376.52,2605950.0,532080.0
2025-08-24,Naver Brand Search,240000.0,2347090.0,1606590.0
2025-08-24,Naver GFA,176379.09,392470.0,197660.0
2025-08-24,Naver Search & Shopping,92408.0,223500.0,0.0
2025-08-25,Criteo,3209646.0,1250600.0,437730.0
2025-08-25,Google Ads,1210082.04,653351.28,253250.0
2025-08-25,Kakao Moment,0.0,96500.0,205100.0
2025-08-25,Meta,317489.12,3031890.0,295170.0
2025-08-25,Naver Brand Search,60000.0,1934110.0,899600.0
2025-08-25,Naver GFA,172093.64,98900.0,0.0
2025-08-25,Naver Search & Shopping,71440.0,613970.0,0.0
2025-08-26,Criteo,408775.74,656170.0,175700.0
2025-08-26,Google Ads,2335989.28,492940.0,152070.0
2025-08-26,Kakao Moment,0.0,0.0,0.0
2025-08-26,Meta,220173.64,2167250.0,266110.0
2025-08-26,Naver Brand Search,240000.0,1615100.0,1082000.0
2025-08-26,Naver GFA,146379.09,358550.0,140200.0
2025-08-26,Naver Search & Shopping,132434.0,93620.0,73600.0
2025-08-27,Criteo,1600603.39,546070.0,65000.0
2025-08-27,Google Ads,182359.52,564540.0,107190.0
2025-08-27,Kakao Moment,0.0,0.0,0.0
2025-08-27,Meta,157495.52,1523600.0,319280.0
2025-08-27,Naver Brand Search,240000.0,2208410.0,1090720.0
2025-08-27,Naver GFA,168719.09,220370.0,0.0
2025-08-27,Naver Search & Shopping,72170.0,408350.0,94500.0
2025-08-28,Criteo,98375.03,1038870.0,363800.0
2025-08-28,Google Ads,1016006.08,393573.76,258220.0
2025-08-28,Kakao Moment,1572315.0,629450.0,730310.0
2025-08-28,Meta,153273.12,1943310.0,215570.0
2025-08-28,Naver Brand Search,240000.0,1745070.0,1340200.0
2025-08-28,Naver GFA,124780.0,289670.0,225070.0
2025-08-28,Naver Search & Shopping,94644.0,430960.0,0.0
2025-08-29,Criteo,1762659.36,938780.0,312510.0
2025-08-29,Google Ads,1706795.6,1054781.6,325300.0
2025-08-29,Kakao Moment,0.0,289140.0,321940.0
2025-08-29,Meta,4083905.24,3426580.0,40770.0
2025-08-29,Naver Brand Search,240000.0,3314130.0,2919800.0
2025-08-29,Naver GFA,128746.36,58100.0,58100.0
2025-08-29,Naver Search & Shopping,118365.0,236030.0,141980.0
2025-08-30,Criteo,903985.93,265800.0,30810.0
2025-08-30,Google Ads,1985510.32,655284.1,560190.0
2025-08-30,Kakao Moment,0.0,442690.0,889740.0
2025-08-30,Meta,3967096.72,2007700.0,410380.0
2025-08-30,Naver Brand Search,240000.0,638210.0,965990.0
2025-08-30,Naver GFA,155821.82,357800.0,255200.0
2025-08-30,Naver Search & Shopping,144018.0,939160.0,183670.0
2025-08-31,Criteo,2169273.0,538940.0,89000.0
2025-08-31,Google Ads,305019.88,477770.0,0.0
2025-08-31,Kakao Moment,0.0,399590.0,242300.0
2025-08-31,Meta,181337.4,1689580.0,115300.0
2025-08-31,Naver Brand Search,240000.0,1942260.0,1549940.0
2025-08-31,Naver GFA,165737.27,274870.0,274870.0
2025-08-31,Naver Search & Shopping,122674.0,461860.0,0.0
2025-09-01,Criteo,936067.54,333800.0,58000.0
2025-09-01,Google Ads,282841.44,451379.63,248970.0
2025-09-01,Kakao Moment,0.0,62620.0,163730.0
2025-09-01,Meta,163191.84,4940870.0,306400.0
2025-09-01,Naver Brand Search,240000.0,1459300.0,1038410.0
2025-09-01,Naver GFA,180503.64,501480.0,218900.0
2025-09-01,Naver Search & Shopping,123171.0,158500.0,154100.0
2025-09-02,Criteo,1451919.49,326000.0,85530.0
2025-09-02,Google Ads,568263.36,495947.06,233400.0
2025-09-02,Kakao Moment,28952.0,8430.0,345000.0
2025-09-02,Meta,1431037.52,3099270.0,57600.0
2025-09-02,Naver Brand Search,240000.0,2588270.0,1061200.0
2025-09-02,Naver GFA,171593.64,262580.0,159580.0
2025-09-02,Naver Search & Shopping,136504.0,398330.0,0.0
2025-09-03,Criteo,99572.84,982240.0,264420.0
2025-09-03,Google Ads,479445.12,744978.9,306600.0
2025-09-03,Kakao Moment,27693.0,89550.0,98350.0
2025-09-03,Meta,152662.72,3015460.0,261970.0
2025-09-03,Naver Brand Search,240000.0,2650380.0,1504830.0
2025-09-03,Naver GFA,179779.09,442220.0,297770.0
2025-09-03,Naver Search & Shopping,130520.0,328770.0,0.0
2025-09-04,Criteo,2079728.0,1733480.0,759410.0
2025-09-04,Google Ads,3272234.92,595720.82,229840.0
2025-09-04,Kakao Moment,30412.0,298200.0,580890.0
2025-09-04,Meta,142713.76,2778140.0,191000.0
2025-09-04,Naver Brand Search,240000.0,1941370.0,1056090.0
2025-09-04,Naver GFA,177941.82,271630.0,60100.0
2025-09-04,Naver Search & Shopping,159784.0,55000.0,0.0
2025-09-05,Criteo,2042295.0,1253770.0,533820.0
2025-09-05,Google Ads,3719481.52,1280967.68,1401470.0
2025-09-05,Kakao Moment,97409.0,0.0,446450.0
2025-09-05,Meta,180992.0,1895880.0,304740.0
2025-09-05,Naver Brand Search,240000.0,1191290.0,1037720.0
2025-09-05,Naver GFA,357815.45,535800.0,343600.0
2025-09-05,Naver Search & Shopping,201566.0,518050.0,136600.0
2025-09-06,Criteo,1632474.49,680970.0,152870.0
2025-09-06,Google Ads,2202602.64,1224986.98,926800.0
2025-09-06,Kakao Moment,30187.0,0.0,0.0
2025-09-06,Meta,506976.0,1708600.0,164880.0
2025-09-06,Naver Brand Search,240000.0,1347960.0,1072160.0
2025-09-06,Naver GFA,765831.82,365770.0,250770.0
2025-09-06,Naver Search & Shopping,94980.0,264300.0,175300.0
2025-09-07,Criteo,2503280.0,729850.0,256740.0
2025-09-07,Google Ads,2831552.64,1854085.87,536960.0
2025-09-07,Kakao Moment,54331.0,0.0,363520.0
2025-09-07,Meta,781659.28,3397750.0,208060.0
2025-09-07,Naver Brand Search,240000.0,1810460.0,1017990.0
2025-09-07,Naver GFA,771686.36,588800.0,363100.0
2025-09-07,Naver Search & Shopping,182357.0,169450.0,0.0
2025-09-08,Criteo,107971.29,540970.0,320990.0
2025-09-08,Google Ads,2217084.2,1116439.19,673190.0
2025-09-08,Kakao Moment,29140.0,0.0,159190.0
2025-09-08,Meta,250636.96,4149510.0,472780.0
2025-09-08,Naver Brand Search,240000.0,1421060.0,850620.0
2025-09-08,Naver GFA,621086.36,565100.0,258300.0
2025-09-08,Naver Search & Shopping,186450.0,213280.0,303360.0
2025-09-09,Criteo,763846.56,537150.0,218700.0
2025-09-09,Google Ads,1279700.88,268020.27,0.0
2025-09-09,Kakao Moment,30073.0,91670.0,310450.0
2025-09-09,Meta,235543.84,5381100.0,266300.0
2025-09-09,Naver Brand Search,240000.0,2110740.0,1072300.0
2025-09-09,Naver GFA,151195.45,447490.0,0.0
2025-09-09,Naver Search & Shopping,129860.0,515770.0,0.0
2025-09-10,Criteo,1171317.52,350900.0,334700.0
2025-09-10,Google Ads,3091248.96,513698.91,55600.0
2025-09-10,Kakao Moment,30081.0,0.0,476170.0
2025-09-10,Meta,222092.64,4555600.0,274200.0
2025-09-10,Naver Brand Search,240000.0,3361520.0,1740950.0
2025-09-10,Naver GFA,56160.0,0.0,0.0
2025-09-10,Naver Search & Shopping,238179.0,195940.0,194000.0
2025-09-11,Criteo,102062.85,597400.0,367960.0
2025-09-11,Google Ads,369148.64,513252.84,174990.0
2025-09-11,Kakao Moment,27890.0,0.0,0.0
2025-09-11,Meta,269835.64,3748855.0,230200.0
2025-09-11,Naver Brand Search,240000.0,1275310.0,821760.0
2025-09-11,Naver GFA,86963.64,672220.0,266200.0
2025-09-11,Naver Search & Shopping,212724.0,0.0,0.0
2025-09-12,Criteo,101417.31,934310.0,365880.0
2025-09-12,Google Ads,1206647.64,2230496.12,1160220.0
2025-09-12,Kakao Moment,29371.0,44000.0,0.0
2025-09-12,Meta,230669.6,1394510.0,205000.0
2025-09-12,Naver Brand Search,240000.0,1543380.0,1366830.0
2025-09-12,Naver GFA,87950.91,227750.0,113200.0
2025-09-12,Naver Search & Shopping,122105.0,379450.0,167700.0
2025-09-13,Criteo,662430.53,415670.0,28590.0
2025-09-13,Google Ads,2470669.24,453606.0,125500.0
2025-09-13,Kakao Moment,30465.0,43550.0,244000.0
2025-09-13,Meta,228510.24,1438300.0,452970.0
2025-09-13,Naver Brand Search,240000.0,1397550.0,1224950.0
2025-09-13,Naver GFA,90945.45,0.0,0.0
2025-09-13,Naver Search & Shopping,86139.0,42750.0,0.0
2025-09-14,Criteo,128483.21,791930.0,349450.0
2025-09-14,Google Ads,2917504.32,1313887.3,0.0
2025-09-14,Kakao Moment,29867.0,0.0,0.0
2025-09-14,Meta,258116.32,2367690.0,0.0
2025-09-14,Naver Brand Search,240000.0,512670.0,472190.0
2025-09-14,Naver GFA,85480.91,442740.0,247570.0
2025-09-14,Naver Search & Shopping,158606.0,765810.0,354200.0
2025-09-15,Criteo,151757.89,1730870.0,721040.0
2025-09-15,Google Ads,2237057.84,1620503.08,367270.0
2025-09-15,Kakao Moment,28919.0,0.0,344690.0
2025-09-15,Meta,246184.96,6181150.0,412050.0
2025-09-15,Naver Brand Search,240000.0,2449490.0,1582560.0
2025-09-15,Naver GFA,88870.91,41700.0,0.0
2025-09-15,Naver Search & Shopping,152443.0,1608700.0,55050.0
2025-09-16,Criteo,69817.88,1665600.0,587840.0
2025-09-16,Google Ads,2204398.88,894918.62,473970.0
2025-09-16,Kakao Moment,29694.0,0.0,384140.0
2025-09-16,Meta,237668.48,11532590.0,311050.0
2025-09-16,Naver Brand Search,240000.0,3353600.0,1616330.0
2025-09-16,Naver GFA,62643.64,50600.0,0.0
2025-09-16,Naver Search & Shopping,220784.0,1926600.0,333130.0
2025-09-17,Criteo,143210.41,1291670.0,383590.0
2025-09-17,Google Ads,1561768.28,400570.0,244600.0
2025-09-17,Kakao Moment,29838.0,0.0,0.0
2025-09-17,Meta,99621.2,5954880.0,0.0
2025-09-17,Naver Brand Search,240000.0,5247450.0,1496250.0
2025-09-17,Naver GFA,62708.18,0.0,0.0
2025-09-17,Naver Search & Shopping,204918.0,374600.0,243450.0
2025-09-18,Criteo,1794638.76,1609800.0,846160.0
2025-09-18,Google Ads,314352.64,1507827.37,71220.0
2025-09-18,Kakao Moment,1608098.0,1812950.0,1604290.0
2025-09-18,Meta,286544.16,8298200.0,744320.0
2025-09-18,Naver Brand Search,240000.0,3137910.0,1475850.0
2025-09-18,Naver GFA,62001.82,582700.0,0.0
2025-09-18,Naver Search & Shopping,235286.0,928130.0,43180.0
2025-09-19,Criteo,1748036.31,1679050.0,1106020.0
2025-09-19,Google Ads,3696778.52,1411024.1,370640.0
2025-09-19,Kakao Moment,30260.0,451270.0,906810.0
2025-09-19,Meta,232182.72,7508170.0,1488000.0
2025-09-19,Naver Brand Search,240000.0,5546030.0,5421840.0
2025-09-19,Naver GFA,62572.73,699250.0,191380.0
2025-09-19,Naver Search & Shopping,193877.0,391870.0,133900.0
2025-09-20,Criteo,109001.45,1916700.0,558090.0
2025-09-20,Google Ads,3150717.68,4324682.19,3123800.0
2025-09-20,Kakao Moment,30339.0,656370.0,573670.0
2025-09-20,Meta,166653.76,5727470.0,693400.0
2025-09-20,Naver Brand Search,240000.0,2603860.0,2616060.0
2025-09-20,Naver GFA,61857.27,534850.0,0.0
2025-09-20,Naver Search & Shopping,166579.0,798320.0,294370.0
2025-09-21,Criteo,1031224.58,1980250.0,535370.0
2025-09-21,Google Ads,1523767.44,1444150.35,325280.0
2025-09-21,Kakao Moment,30684.0,872690.0,601520.0
2025-09-21,Meta,242536.0,9121350.0,1505850.0
2025-09-21,Naver Brand Search,240000.0,3131140.0,1466000.0
2025-09-21,Naver GFA,62855.45,689400.0,504200.0
2025-09-21,Naver Search & Shopping,320507.0,1185030.0,383440.0
2025-09-22,Criteo,1481527.78,1504940.0,344960.0
2025-09-22,Google Ads,2941909.08,1033925.39,126580.0
2025-09-22,Kakao Moment,29397.0,486600.0,343340.0
2025-09-22,Meta,121561.82,4302483.0,968000.0
2025-09-22,Naver Brand Search,1240000.0,2707660.0,1875730.0
2025-09-22,Naver GFA,63686.36,334170.0,171300.0
2025-09-22,Naver Search & Shopping,204931.0,1017260.0,0.0
2025-09-23,Criteo,102858.61,1773530.0,248620.0
2025-09-23,Google Ads,1978474.12,1478702.99,422670.0
2025-09-23,Kakao Moment,29579.0,215170.0,403740.0
2025-09-23,Meta,301789.6,7711548.0,635700.0
2025-09-23,Naver Brand Search,240000.0,4360276.0,3271660.0
2025-09-23,Naver GFA,61909.09,511020.0,59580.0
2025-09-23,Naver Search & Shopping,280236.0,622090.0,0.0
2025-09-24,Criteo,2439530.32,1852500.0,97300.0
2025-09-24,Google Ads,1082851.52,797925.7,76500.0
2025-09-24,Kakao Moment,29253.0,69070.0,171200.0
2025-09-24,Meta,239906.8,7158770.0,396470.0
2025-09-24,Naver Brand Search,240000.0,3324760.0,1588670.0
2025-09-24,Naver GFA,59652.73,752030.0,220300.0
2025-09-24,Naver Search & Shopping,245378.0,898540.0,431600.0
2025-09-25,Criteo,132721.38,2167670.0,395000.0
2025-09-25,Google Ads,1633123.18,37078649.35,436600.0
2025-09-25,Kakao Moment,1633367.0,1668360.0,1672120.0
2025-09-25,Meta,213754.24,7594150.0,381000.0
2025-09-25,Naver Brand Search,240000.0,5160960.0,2550890.0
2025-09-25,Naver GFA,61909.09,511020.0,127600.0
2025-09-25,Naver Search & Shopping,168799.0,500770.0,0.0
2025-09-26,Criteo,117000.82,2049680.0,677940.0
2025-09-26,Google Ads,1862189.52,636121.6,635150.0
2025-09-26,Kakao Moment,30158.0,822220.0,1304980.0
2025-09-26,Meta,228397.12,4833580.0,811000.0
2025-09-26,Naver Brand Search,240000.0,2525020.0,2172450.0
2025-09-26,Naver GFA,58140.0,311640.0,151180.0
2025-09-26,Naver Search & Shopping,184506.0,561920.0,55600.0
2025-09-27,Criteo,110908.82,552600.0,210000.0
2025-09-27,Google Ads,833407.4,413412.66,189250.0
2025-09-27,Kakao Moment,47284.0,142870.0,412940.0
2025-09-27,Meta,230811.84,5049450.0,618600.0
2025-09-27,Naver Brand Search,240000.0,2497570.0,2694890.01
2025-09-27,Naver GFA,64734.55,463380.0,0.0
2025-09-27,Naver Search & Shopping,218231.0,778840.0,0.0
2025-09-28,Criteo,131094.24,3828170.0,334710.0
2025-09-28,Google Ads,2163568.8,1200062.14,397440.0
2025-09-28,Kakao Moment,46934.0,1514890.0,1558630.0
2025-09-28,Meta,256818.24,10716180.0,1025840.0
2025-09-28,Naver Brand Search,240000.0,6414620.0,3347090.0
2025-09-28,Naver GFA,58283.09,664390.0,35280.0
2025-09-28,Naver Search & Shopping,348987.0,1080940.0,327000.0
2025-09-29,Criteo,1329731.64,2185400.0,195240.0
2025-09-29,Google Ads,1853777.36,865389.04,305050.0
2025-09-29,Kakao Moment,29159.0,702410.0,668680.0
2025-09-29,Meta,329612.0,4613430.0,340060.0
2025-09-29,Naver Brand Search,240000.0,2437000.0,1108210.0
2025-09-29,Naver GFA,63472.73,262780.0,129580.0
2025-09-29,Naver Search & Shopping,165922.0,571260.0,0.0
2025-09-30,Criteo,123315.11,1813900.0,592700.0
2025-09-30,Google Ads,1873743.44,752153.72,56290.0
2025-09-30,Kakao Moment,11000.0,412200.0,168620.0
2025-09-30,Meta,235122.72,7252480.0,194000.0
2025-09-30,Naver Brand Search,240000.0,4507960.0,2429470.0
2025-09-30,Naver GFA,62879.45,255720.0,76520.0
2025-09-30,Naver Search & Shopping,133730.0,543650.0,237200.0
2025-10-01,Criteo,2064075.37,2969140.0,248270.0
2025-10-01,Google Ads,1707115.64,978358.8,280170.0
2025-10-01,Kakao Moment,30146.0,934170.0,82440.0
2025-10-01,Meta,234371.2,11446495.0,428100.0
2025-10-01,Naver Brand Search,273333.0,4036960.0,1860470.0
2025-10-01,Naver GFA,66175.45,59000.0,0.0
2025-10-01,Naver Search & Shopping,209311.0,981730.0,445930.0
2025-10-02,Criteo,1716172.73,2544570.0,1037620.0
2025-10-02,Google Ads,2462314.36,1734016.94,300940.0
2025-10-02,Kakao Moment,19794.0,0.0,262460.0
2025-10-02,Meta,189336.0,6777226.0,745340.0
2025-10-02,Naver Brand Search,273333.0,2512250.0,2467380.0
2025-10-02,Naver GFA,60928.18,60280.0,0.0
2025-10-02,Naver Search & Shopping,239716.0,246620.0,266220.0
2025-10-03,Criteo,1775002.0,1954300.0,367390.0
2025-10-03,Google Ads,1200986.96,2275211.92,1198080.0
2025-10-03,Kakao Moment,0.0,143850.0,297680.0
2025-10-03,Meta,183989.12,4199904.0,438700.0
2025-10-03,Naver Brand Search,273333.0,1651660.0,1388380.0
2025-10-03,Naver GFA,60523.64,64600.0,0.0
2025-10-03,Naver Search & Shopping,229068.0,618910.0,181600.0
2025-10-04,Criteo,103873.69,1095800.0,405700.0
2025-10-04,Google Ads,346544.8,2520629.77,882290.0
2025-10-04,Kakao Moment,0.0,21020.0,89600.0
2025-10-04,Meta,174217.12,2359387.0,550600.0
2025-10-04,Naver Brand Search,273333.0,1232940.0,1062990.0
2025-10-04,Naver GFA,54616.36,0.0,0.0
2025-10-04,Naver Search & Shopping,151445.0,403790.0,110000.0
2025-10-05,Criteo,98274.24,1036800.0,301930.0
2025-10-05,Google Ads,896068.24,1717897.65,267290.0
2025-10-05,Kakao Moment,0.0,232090.0,318950.0
2025-10-05,Meta,196378.56,6918802.0,1290120.0
2025-10-05,Naver Brand Search,273333.0,2347290.0,2165040.0
2025-10-05,Naver GFA,57870.0,0.0,0.0
2025-10-05,Naver Search & Shopping,263471.0,535040.0,64000.0
2025-10-06,Criteo,106004.05,1712270.0,525090.0
2025-10-06,Google Ads,2647075.16,1071562.9,456190.0
2025-10-06,Kakao Moment,0.0,55480.0,74500.0
2025-10-06,Meta,217136.64,5440701.0,627070.0
2025-10-06,Naver Brand Search,273333.0,2661810.0,2876210.0
2025-10-06,Naver GFA,62088.18,134600.0,134600.0
2025-10-06,Naver Search & Shopping,168725.0,447070.0,342350.0
2025-10-07,Criteo,2374209.0,1554200.0,363290.0
2025-10-07,Google Ads,826817.08,1008009.25,654680.0
2025-10-07,Kakao Moment,0.0,115300.0,226710.0
2025-10-07,Meta,182846.72,5186136.0,1091820.0
2025-10-07,Naver Brand Search,273333.0,2600440.0,2647660.0
2025-10-07,Naver GFA,61889.09,394100.0,189700.0
2025-10-07,Naver Search & Shopping,287093.0,751610.0,300250.0
2025-10-08,Criteo,2415327.64,2274270.0,488810.0
2025-10-08,Google Ads,2939077.16,2517970.0,2780130.0
2025-10-08,Kakao Moment,0.0,0.0,372670.0
2025-10-08,Meta,232871.52,4095800.0,1088380.0
2025-10-08,Naver Brand Search,273333.0,1580910.0,1128360.0
2025-10-08,Naver GFA,91570.91,317750.0,76300.0
